stock_id,date,dividend_cash_amount,price,volume,return_daily,cumulative_price_adjustment_factor,number_of_trades_daily,SP_composite_return_daily
21413,2021-06-30,,15.12,333986,-0.020083,1,,0.001328
21413,2021-07-01,,14.89,229209,-0.015212,1,,0.005222
21413,2021-07-02,,15.0,367186,0.007387,1,,0.0075
21413,2021-07-06,,15.01,653995,0.000667,1,,-0.002022
21413,2021-07-07,,14.89,358545,-0.007995,1,,0.003359
21413,2021-07-08,,14.74,201865,-0.010074,1,,-0.008561
21413,2021-07-09,,14.9,176069,0.010855,1,,0.011278
21413,2021-07-12,,14.94,243131,0.002685,1,,0.003451
21413,2021-07-13,,14.9,249125,-0.002677,1,,-0.003517
21413,2021-07-14,,14.76,186859,-0.009396,1,,0.001165
21413,2021-07-15,,14.54,167068,-0.014905,1,,-0.003262
21413,2021-07-16,,14.38,97888,-0.011004,1,,-0.007539
21413,2021-07-19,,14.31,106055,-0.004868,1,,-0.01587
21413,2021-07-20,,14.46,80031,0.010482,1,,0.015163
21413,2021-07-21,,14.67,75710,0.014523,1,,0.008242
21413,2021-07-22,,14.7088,86272,0.002645,1,,0.002017
21413,2021-07-23,,14.8,164021,0.0062,1,,0.010145
21413,2021-07-26,,14.63,114072,-0.011486,1,,0.002382
21413,2021-07-27,,14.36,130861,-0.018455,1,,-0.004712
21413,2021-07-28,,14.6226,66995,0.018287,1,,-0.000186
21413,2021-07-29,,14.7173,92769,0.006476,1,,0.004206
21413,2021-07-30,,14.62,67276,-0.006611,1,,-0.005406
21413,2021-08-02,,14.64,87711,0.001368,1,,-0.001843
21413,2021-08-03,,14.57,119306,-0.004781,1,,0.008203
21413,2021-08-04,,14.72,98578,0.010295,1,,-0.004632
21413,2021-08-05,,14.73,220194,0.000679,1,,0.006005
21413,2021-08-06,,14.65,143659,-0.005431,1,,0.001675
21413,2021-08-09,,14.8107,115247,0.010969,1,,-0.00094
21413,2021-08-10,,14.67,131568,-0.0095,1,,0.000993
21413,2021-08-11,,14.7,260877,0.002045,1,,0.002468
21413,2021-08-12,,14.75,153521,0.003401,1,,0.002952
21413,2021-08-13,,14.74,93899,-0.000678,1,,0.001607
21413,2021-08-16,,14.55,194217,-0.01289,1,,0.002621
21413,2021-08-17,,14.31,199607,-0.016495,1,,-0.007061
21413,2021-08-18,,14.27,222496,-0.002795,1,,-0.010748
21413,2021-08-19,,14.23,110171,-0.002803,1,,0.001257
21413,2021-08-20,,14.45,100029,0.01546,1,,0.008142
21413,2021-08-23,,14.7498,161891,0.020747,1,,0.008524
21413,2021-08-24,,14.91,190996,0.010861,1,,0.001496
21413,2021-08-25,,15.02,171461,0.007378,1,,0.00222
21413,2021-08-26,,14.81,173937,-0.013981,1,,-0.005825
21413,2021-08-27,,14.96,122997,0.010128,1,,0.008808
21413,2021-08-30,,15.03,221500,0.004679,1,,0.004307
21413,2021-08-31,,15.11,155281,0.005323,1,,-0.001349
21413,2021-09-01,,15.24,1842011,0.008604,1,,0.000312
21413,2021-09-02,,15.23,301698,-0.000656,1,,0.002843
21413,2021-09-03,,15.35,283396,0.007879,1,,-0.000335
21413,2021-09-07,,15.41,289305,0.003909,1,,-0.003395
21413,2021-09-08,,15.21,374524,-0.012979,1,,-0.001319
21413,2021-09-09,,15.18,217854,-0.001972,1,,-0.004606
21413,2021-09-10,,15.12,157688,-0.003953,1,,-0.007723
21413,2021-09-13,,15.03,351695,-0.005952,1,,0.002277
21413,2021-09-14,,14.99,122781,-0.002661,1,,-0.005747
21413,2021-09-15,,15.01,165872,0.001334,1,,0.008474
21413,2021-09-16,,15.03,124687,0.001332,1,,-0.001551
21413,2021-09-17,,14.93,98599,-0.006653,1,,-0.009111
21413,2021-09-20,,14.43,349751,-0.03349,1,,-0.016977
21413,2021-09-21,,14.56,140429,0.009009,1,,-0.000812
21413,2021-09-22,,14.73,118366,0.011676,1,,0.00952
21413,2021-09-23,,14.93,133193,0.013578,1,,0.012135
21413,2021-09-24,,14.91,143940,-0.00134,1,,0.001461
21413,2021-09-27,,14.8,94517,-0.007378,1,,-0.002776
21413,2021-09-28,,14.27,335011,-0.035811,1,,-0.020364
21413,2021-09-29,,14.16,383356,-0.007709,1,,0.001569
21413,2021-09-30,,14.16,124490,0.0,1,,-0.01191
21413,2021-10-01,,14.25,120143,0.006356,1,,0.011491
21413,2021-10-04,,13.9,211957,-0.024561,1,,-0.012986
21413,2021-10-05,,14.04,76306,0.010072,1,,0.010524
21413,2021-10-06,,14.1,80926,0.004274,1,,0.004103
21413,2021-10-07,,14.39,154569,0.020567,1,,0.008298
21413,2021-10-08,,14.31,118739,-0.005559,1,,-0.001914
21413,2021-10-11,,14.23,74377,-0.005591,1,,-0.006866
21413,2021-10-12,,14.23,80131,0.0,1,,-0.002417
21413,2021-10-13,,14.44,257245,0.014758,1,,0.003023
21413,2021-10-14,,14.64,103746,0.01385,1,,0.017063
21413,2021-10-15,,14.78,177948,0.009563,1,,0.00746
21413,2021-10-18,,14.92,145590,0.009472,1,,0.003375
21413,2021-10-19,,15.16,211679,0.016086,1,,0.007393
21413,2021-10-20,,15.12,210689,-0.002639,1,,0.003664
21413,2021-10-21,,15.31,277676,0.012566,1,,0.002996
21413,2021-10-22,,14.94,274371,-0.024167,1,,-0.001073
21413,2021-10-25,,15.04,410574,0.006693,1,,0.004748
21413,2021-10-26,,15.04,663555,0.0,1,,0.00182
21413,2021-10-27,,14.93,338916,-0.007314,1,,-0.005052
21413,2021-10-28,,15.22,2215936,0.019424,1,,0.009829
21413,2021-10-29,,15.32,1734118,0.00657,1,,0.001949
21413,2021-11-01,,15.5,2482332,0.011749,1,,0.0018
21413,2021-11-02,,15.47,1446890,-0.001935,1,,0.00368
21413,2021-11-03,,15.6,1428302,0.008403,1,,0.006461
21413,2021-11-04,,15.82,1772318,0.014103,1,,0.004182
21413,2021-11-05,,15.75,2371113,-0.004425,1,,0.003733
21413,2021-11-08,,15.99,3610406,0.015238,1,,0.000888
21413,2021-11-09,,16.39,5028837,0.025016,1,,-0.003499
21413,2021-11-10,,15.91,3672017,-0.029286,1,,-0.008226
21413,2021-11-11,,16.09,2476084,0.011314,1,,0.000551
21413,2021-11-12,,16.45,3764549,0.022374,1,,0.007223
21413,2021-11-15,,16.53,7582899,0.004863,1,,-1.1e-05
21413,2021-11-16,,16.77,5542536,0.014519,1,,0.003865
21413,2021-11-17,,16.73,6534341,-0.002385,1,,-0.002602
21413,2021-11-18,,16.84,7976486,0.006575,1,,0.003385
21413,2021-11-19,,16.9,5918489,0.003563,1,,-0.001399
21413,2021-11-22,,16.3,7956088,-0.035503,1,,-0.003197
21413,2021-11-23,,16.1,4578303,-0.01227,1,,0.001657
21413,2021-11-24,,16.28,3151818,0.01118,1,,0.002294
21413,2021-11-26,,16.01,4179966,-0.016585,1,,-0.022725
21413,2021-11-29,,16.38,4274010,0.02311,1,,0.0132
21413,2021-11-30,,16.1,4992415,-0.017094,1,,-0.018961
21413,2021-12-01,,15.47,6225015,-0.03913,1,,-0.011815
21413,2021-12-02,,15.6,2956254,0.008403,1,,0.014194
21413,2021-12-03,,15.19,4098283,-0.026282,1,,-0.008449
21413,2021-12-06,,15.26,2918764,0.004608,1,,0.011731
21413,2021-12-07,,15.84,2558783,0.038008,1,,0.020707
21413,2021-12-08,,16.04,2932906,0.012626,1,,0.003085
21413,2021-12-09,,15.58,2600902,-0.028678,1,,-0.007181
21413,2021-12-10,,15.52,1848318,-0.003851,1,,0.009549
21413,2021-12-13,,15.24,2178533,-0.018041,1,,-0.009136
21413,2021-12-14,,15.06,2662945,-0.011811,1,,-0.007471
21413,2021-12-15,,15.28,2356281,0.014608,1,,0.016348
21413,2021-12-16,,14.79,2511073,-0.032068,1,,-0.008743
21413,2021-12-17,,14.9,2285306,0.007437,1,,-0.010288
21413,2021-12-20,,14.65,1757551,-0.016779,1,,-0.011388
21413,2021-12-21,,15.17,1606675,0.035495,1,,0.017778
21413,2021-12-22,,15.24,2486958,0.004614,1,,0.01018
21413,2021-12-23,,15.36,1889063,0.007874,1,,0.006224
21413,2021-12-27,,15.6,2088905,0.015625,1,,0.013839
21413,2021-12-28,,15.37,2094794,-0.014744,1,,-0.00101
21413,2021-12-29,,15.25,1754742,-0.007807,1,,0.001402
21413,2021-12-30,,15.31,1481543,0.003934,1,,-0.00299
21413,2021-12-31,,15.18,1367278,-0.008491,1,,-0.002626
21413,2022-01-03,,15.25,2271695,0.004611,1,,0.006374
21413,2022-01-04,,14.91,3030653,-0.022295,1,,-0.00063
21413,2022-01-05,,14.24,3229326,-0.044936,1,,-0.019393
21413,2022-01-06,,14.28,2934433,0.002809,1,,-0.000964
21413,2022-01-07,,14.13,1947869,-0.010504,1,,-0.00405
21413,2022-01-10,,14.13,2545030,0.0,1,,-0.001441
21413,2022-01-11,,14.46,1712195,0.023355,1,,0.00916
21413,2022-01-12,,14.53,1454029,0.004841,1,,0.002818
21413,2022-01-13,,13.9,2161494,-0.043359,1,,-0.014244
21413,2022-01-14,,13.97,1682546,0.005036,1,,0.00082
21413,2022-01-18,,13.55,2247109,-0.030064,1,,-0.018388
21413,2022-01-19,,13.41,1657123,-0.010332,1,,-0.00969
21413,2022-01-20,,13.3,1868892,-0.008203,1,,-0.011037
21413,2022-01-21,,12.77,2483983,-0.03985,1,,-0.018915
21413,2022-01-24,,12.84,4186226,0.005482,1,,0.002772
21413,2022-01-25,,12.43,1801800,-0.031931,1,,-0.012172
21413,2022-01-26,,12.28,2167547,-0.012068,1,,-0.001497
21413,2022-01-27,,11.95,1300741,-0.026873,1,,-0.005384
21413,2022-01-28,,12.31,1571954,0.030126,1,,0.024348
21413,2022-01-31,,13.0,851193,0.056052,1,,0.018886
